building,floor,height,rooms,rowid,square,price
4-40,4,7,23,2комн.,58.66,6912600
4-48,4,8,23,2комн.,58.66,6915900
4-56,4,9,23,2комн.,58.66,6919200
4-64,4,10,23,2комн.,58.66,7025100
4-1,4,3,23,2комн.,61.03,7178100
4-9,4,4,23,2комн.,61.03,7181600
4-17,4,5,23,2комн.,61.03,7185000
4-25,4,6,23,2комн.,61.03,7188500
4-33,4,7,23,2комн.,61.03,7191900
4-41,4,8,23,2комн.,61.03,7195300
4-49,4,9,23,2комн.,61.03,7198800
4-158,4,23,23,1комн.,40.66,7238800
4-157,4,23,23,1комн.,40.81,7265500
4-57,4,10,23,2комн.,61.03,7308900
4-6,4,3,23,2комн.,65.34,7685100
4-14,4,4,23,2комн.,65.34,7688800
4-22,4,5,23,2комн.,65.34,7692400
4-30,4,6,23,2комн.,65.34,7696100
4-38,4,7,23,2комн.,65.34,7699800
4-46,4,8,23,2комн.,65.34,7703500
4-54,4,9,23,2комн.,65.34,7707200
4-62,4,10,23,2комн.,65.34,7825100
4-156,4,23,23,1комн.,45.75,8145000
4-7,4,3,23,3комн.,87.99,9984800
4-15,4,4,23,3комн.,87.99,9989800
4-23,4,5,23,3комн.,87.99,9994800
4-31,4,6,23,3комн.,87.99,9999700
4-39,4,7,23,3комн.,87.99,10004700
4-47,4,8,23,3комн.,87.99,10009600
4-2,4,3,23,3комн.,88.21,10009800
4-55,4,9,23,3комн.,87.99,10014600
4-10,4,4,23,3комн.,88.21,10014800
4-18,4,5,23,3комн.,88.21,10019700
4-26,4,6,23,3комн.,88.21,10024700
4-50,4,9,23,3комн.,88.21,10039600
4-161,4,23,23,2комн.,58.66,10168100
4-63,4,10,23,3комн.,87.99,10173400
4-155,4,23,23,2комн.,64.08,11107600
4-159,4,23,23,2комн.,65.34,11326000
4-160,4,23,23,3комн.,87.99,14887900
5-9,5,3,23,1комн.,37.43,4599100
5-27,5,5,23,1комн.,37.43,4603400
5-36,5,6,23,1комн.,37.43,4605500
5-45,5,7,23,1комн.,37.43,4607600
5-54,5,8,23,1комн.,37.43,4609700
5-70,5,10,23,1комн.,37.43,4679400
5-5,5,3,23,1комн.,40.46,4948600
5-4,5,3,23,1комн.,40.46,4948600
5-14,5,4,23,1комн.,40.46,4950900
5-13,5,4,23,1комн.,40.46,4950900
5-23,5,5,23,1комн.,40.46,4953200
5-22,5,5,23,1комн.,40.46,4953200
5-31,5,6,23,1комн.,40.46,4955500
5-32,5,6,23,1комн.,40.46,4955500
5-41,5,7,23,1комн.,40.46,4957800
5-40,5,7,23,1комн.,40.46,4957800
5-49,5,8,23,1комн.,40.46,4960000
5-50,5,8,23,1комн.,40.46,4960000
5-58,5,9,23,1комн.,40.46,4962300
5-57,5,9,23,1комн.,40.46,4962300
5-65,5,10,23,1комн.,40.46,5035300
5-66,5,10,23,1комн.,40.46,5035300
5-6,5,3,23,1комн.,41.65,5094200
5-15,5,4,23,1комн.,41.65,5096500
5-56,5,9,23,1комн.,41.57,5098500
5-24,5,5,23,1комн.,41.65,5098900
5-33,5,6,23,1комн.,41.65,5101200
5-42,5,7,23,1комн.,41.65,5103600
5-51,5,8,23,1комн.,41.65,5105900
5-59,5,9,23,1комн.,41.65,5108300
5-64,5,10,23,1комн.,41.57,5173500
5-67,5,10,23,1комн.,41.65,5183400
5-174,5,23,23,1комн.,37.43,6530800
5-170,5,23,23,1комн.,40.46,7036600
5-169,5,23,23,1комн.,40.46,7036600
5-7,5,3,23,2комн.,60.22,7048900
5-16,5,4,23,2комн.,60.22,7052300
5-25,5,5,23,2комн.,60.22,7055700
5-34,5,6,23,2комн.,60.22,7059100
5-43,5,7,23,2комн.,60.22,7062500
5-52,5,8,23,2комн.,60.22,7065900
5-60,5,9,23,2комн.,60.22,7069300
5-3,5,3,23,2комн.,61.15,7157800
5-12,5,4,23,2комн.,61.15,7161200
5-21,5,5,23,2комн.,61.15,7164700
5-171,5,23,23,1комн.,41.65,7243600
5-10,5,4,23,2комн.,62.48,7352200
5-19,5,5,23,2комн.,62.48,7355700
5-28,5,6,23,2комн.,62.48,7359300
5-37,5,7,23,2комн.,62.48,7362800
5-46,5,8,23,2комн.,62.48,7366300
5-55,5,9,23,2комн.,62.48,7369800
5-63,5,10,23,2комн.,62.48,7482600
5-8,5,3,23,2комн.,65.97,7759200
5-17,5,4,23,2комн.,65.97,7762900
5-26,5,5,23,2комн.,65.97,7766600
5-35,5,6,23,2комн.,65.97,7770300
5-44,5,7,23,2комн.,65.97,7774100
5-53,5,8,23,2комн.,65.97,7777800
5-61,5,9,23,2комн.,65.97,7781500
5-168,5,23,23,1комн.,45.12,7847100
5-69,5,10,23,2комн.,65.97,7900600
5-2,5,3,23,2комн.,69.44,8441400
5-11,5,4,23,2комн.,69.44,8445400
5-20,5,5,23,2комн.,69.44,8449300
5-29,5,6,23,2комн.,69.44,8453200
5-38,5,7,23,2комн.,69.44,8457100
5-47,5,8,23,2комн.,69.44,8461000
5-172,5,23,23,2комн.,60.22,10156600
5-167,5,23,23,2комн.,65.07,11011300
5-173,5,23,23,2комн.,65.97,11163600
